Retention volume (mL),0.5hr,1.5hr,1hr,2.5hr,5hr,PPS
20.31333,267.0298,78.62908,142.7575,40.46585,10.31454,17.56207
20.31667,266.5233,78.04709,141.7181,40.3974,10.19448,17.61291
20.32,266.0086,77.4719,140.6806,40.32484,10.07701,17.66324
20.32333,265.4881,76.90382,139.647,40.25129,9.962253,17.71378
20.32667,264.9605,76.34232,138.6196,40.17693,9.846989,17.76261
20.33,264.4232,75.78844,137.5981,40.10337,9.732326,17.80815
20.33333,263.8778,75.24265,136.5826,40.02822,9.617363,17.85018
20.33667,263.3217,74.70456,135.573,39.94897,9.501602,17.88932
20.34,262.7576,74.17317,134.5687,39.86821,9.38664,17.92465
20.34333,262.1862,73.64729,133.5687,39.78546,9.274176,17.95609
20.34667,261.6076,73.1292,132.5734,39.701,9.162115,17.98362
20.35,261.0218,72.61721,131.5846,39.61525,9.051051,18.00706
20.35333,260.4279,72.11392,130.6029,39.52919,8.94109,18.02749
20.35667,259.8249,71.61923,129.6303,39.44134,8.831826,18.04213
20.36,259.2126,71.13194,128.6638,39.35148,8.721965,18.04956
20.36333,258.5913,70.65256,127.7023,39.25923,8.613501,18.0513
20.36667,257.9625,70.17996,126.7456,39.16417,8.506339,18.04693
20.37,257.3271,69.71458,125.7935,39.06752,8.402577,18.03687
20.37333,256.6855,69.25529,124.8474,38.96906,8.300314,18.0215
20.37667,256.0354,68.8038,123.9076,38.86921,8.198451,18.00114
20.38,255.3759,68.36012,122.9768,38.76775,8.096889,17.97408
20.38333,254.7091,67.92462,122.0537,38.6653,7.996025,17.94031
20.38667,254.0338,67.49693,121.1388,38.56144,7.895762,17.89785
20.39,253.3505,67.07494,120.2298,38.45459,7.798002,17.84738
20.39333,252.6607,66.65836,119.3258,38.34494,7.702539,17.79231
20.39667,251.9647,66.24807,118.4275,38.23158,7.607778,17.73235
20.4,251.2607,65.84468,117.5355,38.11813,7.515713,17.66739
20.40333,250.548,65.44719,116.6524,38.00447,7.42295,17.59442
20.40667,249.8249,65.0567,115.7771,37.88792,7.330889,17.51586
20.41,249.0927,64.67322,114.9105,37.76926,7.237825,17.43109
20.41333,248.351,64.29613,114.0528,37.64851,7.145661,17.33963
20.41667,247.6002,63.92424,113.2003,37.52405,7.0546,17.24286
20.42,246.8423,63.55685,112.3549,37.3965,6.964439,17.1406
20.42333,246.0771,63.19466,111.5168,37.26864,6.875575,17.03393
20.42667,245.3034,62.83957,110.6892,37.14059,6.787215,16.92267
20.43,244.5216,62.48999,109.8709,37.01033,6.699152,16.8059
20.43333,243.7315,62.1472,109.0617,36.87728,6.610688,16.68414
20.43667,242.9325,61.81061,108.2596,36.74262,6.522125,16.55507
20.44,242.1254,61.47962,107.4656,36.60477,6.435764,16.42171
20.44333,241.3116,61.15313,106.6787,36.46571,6.352401,16.28465
20.44667,240.4912,60.83134,105.8976,36.32526,6.270037,16.14588
20.45,239.6624,60.51466,105.1254,36.1843,6.188676,16.00472
20.45333,238.8283,60.20337,104.3616,36.04135,6.108811,15.86135
20.45667,237.9856,59.90018,103.6068,35.8966,6.028252,15.71549
20.46,237.1346,59.60329,102.859,35.75024,5.948989,15.56462
20.46333,236.2772,59.312,102.1186,35.60269,5.870924,15.41096
20.46667,235.4141,59.02461,101.3847,35.45183,5.793661,15.25639
20.47,234.5468,58.74292,100.6559,35.29958,5.7207,15.10293
20.47333,233.674,58.46534,99.93497,35.14682,5.64824,14.94856
20.47667,232.7949,58.19265,99.22178,34.99437,5.577175,14.7935
20.48,231.9088,57.92626,98.51648,34.83991,5.506213,14.63863
20.48333,231.0146,57.66497,97.82119,34.68456,5.434851,14.48387
20.48667,230.1123,57.40828,97.1348,34.5268,5.363687,14.3294
20.49,229.2035,57.15659,96.45521,34.36525,5.294125,14.17564
20.49333,228.2905,56.9087,95.78301,34.20079,5.226162,14.02557
20.49667,227.3723,56.66582,95.11942,34.03684,5.159198,13.87821
20.5,226.4488,56.42643,94.46413,33.87148,5.093337,13.73404
20.50333,225.5202,56.19314,93.81753,33.70503,5.027876,13.59578
20.50667,224.5842,55.96535,93.17844,33.53838,4.961213,13.45931
20.51,223.6424,55.74316,92.54845,33.36932,4.894551,13.32525
20.51333,222.6935,55.52477,91.92606,33.19847,4.828289,13.19409
20.51667,221.7409,55.30899,91.31096,33.02441,4.763625,13.06782
20.52,220.7835,55.0948,90.70336,32.85046,4.699664,12.94876
20.52333,219.8208,54.88441,90.10338,32.6756,4.638101,12.83479
20.52667,218.8528,54.67782,89.51278,32.50015,4.577336,12.72673
20.53,217.8792,54.47573,88.92989,32.32399,4.517376,12.62326
20.53333,216.8997,54.27864,88.35519,32.14534,4.456611,12.5229
20.53667,215.9148,54.08516,87.7892,31.96488,4.396151,12.42653
20.54,214.9262,53.89507,87.22901,31.78343,4.337088,12.33767
20.54333,213.9343,53.70718,86.67532,31.60097,4.278726,12.2562
20.54667,212.9374,53.52129,86.12933,31.41812,4.221863,12.18074
20.55,211.9375,53.3395,85.59173,31.23506,4.166798,12.11077
20.55333,210.933,53.16131,85.06184,31.05061,4.111335,12.04801
20.55667,209.9221,52.98713,84.53994,30.86675,4.055075,11.99214
20.56,208.9063,52.81533,84.02625,30.6809,3.998811,11.94218
20.56333,207.8864,52.64615,83.51886,30.49084,3.943448,11.89822
20.56667,206.8621,52.48026,83.01897,30.29929,3.889786,11.86225
20.57,205.8345,52.31607,82.52547,30.10723,3.838325,11.83438
20.57333,204.8041,52.15468,82.03968,29.91468,3.78826,11.81442
20.57667,203.7695,51.99629,81.56289,29.72243,3.738699,11.80185
20.58,202.7304,51.84261,81.09459,29.53007,3.689035,11.79559
20.58333,201.6845,51.69162,80.6317,29.33782,3.639172,11.79593
20.58667,200.6342,51.54263,80.17661,29.14316,3.589512,11.80236
20.59,199.5824,51.39284,79.72881,28.94681,3.540847,11.81669
20.59333,198.5269,51.24375,79.28613,28.74945,3.494086,11.83903
20.59667,197.4691,51.09606,78.85163,28.5523,3.447424,11.86797
20.6,196.4084,50.94957,78.42413,28.35724,3.403962,11.9045
20.60333,195.3436,50.80469,78.00244,28.16149,3.3606,11.94674
20.60667,194.2747,50.6633,77.58865,27.96413,3.315536,11.99237
20.61,193.2026,50.52381,77.18215,27.76528,3.270373,12.04281
20.61333,192.1286,50.38582,76.78056,27.56612,3.22661,12.09874
20.61667,191.052,50.24933,76.38437,27.36567,3.183549,12.16058
20.62,189.9757,50.11274,75.99398,27.16411,3.142586,12.22712
20.62333,188.9006,49.97746,75.60778,26.96346,3.104225,12.29895
20.62667,187.8229,49.84557,75.22929,26.76291,3.066562,12.37418
20.63,186.7436,49.71498,74.8585,26.56305,3.028098,12.45302
20.63333,185.6645,49.58559,74.49471,26.362,2.989836,12.53385
20.63667,184.5841,49.4569,74.13621,26.15824,2.953073,12.61709
20.64,183.5038,49.32951,73.78252,25.95378,2.917412,12.70382
20.64333,182.4233,49.20282,73.43253,25.74923,2.88245,12.79546
20.64667,181.3438,49.07574,73.08813,25.54528,2.849387,12.8898
20.65,180.2642,48.95175,72.75284,25.34102,2.816324,12.98523
20.65333,179.1841,48.82906,72.42374,25.13867,2.783361,13.08266
20.65667,178.102,48.70777,72.10115,24.93541,2.749497,13.1793
20.66,177.0198,48.58808,71.78486,24.73106,2.714436,13.27523
20.66333,175.9386,48.46859,71.47366,24.5249,2.681873,13.37217
20.66667,174.8599,48.35001,71.16628,24.31775,2.648711,13.46941
20.67,173.784,48.23142,70.86368,24.11179,2.617449,13.56654
20.67333,172.7108,48.11293,70.56829,23.90764,2.587285,13.66268
20.67667,171.6396,47.99684,70.2785,23.70469,2.557324,13.75781
20.68,170.5697,47.88375,69.9954,23.50193,2.525959,13.85055
20.68333,169.5017,47.77126,69.71821,23.29867,2.494899,13.93938
20.68667,168.4338,47.65928,69.44881,23.09642,2.465834,14.02372
20.69,167.3703,47.54869,69.18422,22.89336,2.437975,14.10445
20.69333,166.3116,47.4381,68.92243,22.69221,2.411309,14.18439
20.69667,165.2578,47.32801,68.66584,22.49245,2.386246,14.26083
20.7,164.2072,47.21822,68.41534,22.2945,2.361885,14.33356
20.70333,163.1603,47.11073,68.17205,22.09855,2.335822,14.40219
20.70667,162.1168,47.00364,67.93296,21.90189,2.309962,14.46563
20.71,161.0765,46.89746,67.70016,21.70514,2.283998,14.52327
20.71333,160.0406,46.79077,67.47137,21.50748,2.258836,14.577
20.71667,159.0109,46.68298,67.24508,21.31033,2.234772,14.62634
20.72,157.9869,46.57549,67.02319,21.11337,2.211509,14.67007
20.72333,156.969,46.4696,66.80509,20.91802,2.189848,14.70921
20.72667,155.9549,46.36411,66.5936,20.72386,2.168684,14.74324
20.73,154.9443,46.25922,66.3858,20.53071,2.146924,14.76878
20.73333,153.9366,46.15484,66.18382,20.33875,2.12576,14.78621
20.73667,152.9334,46.05035,65.98532,20.1454,2.106598,14.79665
20.74,151.9354,45.94516,65.78683,19.95154,2.090636,14.80288
20.74333,150.9419,45.83797,65.59244,19.75849,2.075373,14.80252
20.74667,149.955,45.72988,65.40054,19.56813,2.062608,14.79695
20.75,148.9722,45.62349,65.21145,19.37888,2.050149,14.78349
20.75333,147.9928,45.51921,65.02636,19.19003,2.036785,14.76292
20.75667,147.0161,45.41462,64.84647,19.00077,2.024623,14.73506
20.76,146.0431,45.30933,64.66697,18.81262,2.016158,14.69779
20.76333,145.0729,45.20404,64.49048,18.62416,2.008196,14.65513
20.76667,144.1074,45.09755,64.31538,18.43661,2.002534,14.60656
20.77,143.1485,44.98936,64.14149,18.25065,1.997471,14.551
20.77333,142.1934,44.88137,63.9714,18.0673,1.992908,14.48924
20.77667,141.2411,44.77188,63.80391,17.88544,1.988345,14.42147
20.78,140.2932,44.6634,63.63971,17.70349,1.983485,14.3453
20.78333,139.3475,44.55261,63.47742,17.52213,1.979521,14.26174
20.78667,138.4054,44.44012,63.31562,17.34078,1.975659,14.17327
20.79,137.4687,44.32473,63.15543,17.15982,1.972096,14.07801
20.79333,136.5377,44.20615,62.99504,16.97957,1.969833,13.97665
20.79667,135.6118,44.08615,62.83735,16.80131,1.968871,13.86958
20.8,134.6893,43.96487,62.68036,16.62366,1.969008,13.75862
20.80333,133.77,43.84288,62.52406,16.4474,1.968248,13.64235
20.80667,132.8537,43.71919,62.37017,16.27365,1.967885,13.51869
20.81,131.9409,43.5929,62.21558,16.10059,1.969021,13.39022
20.81333,131.033,43.46431,62.06108,15.92734,1.97166,13.25646
20.81667,130.1317,43.33273,61.90579,15.75509,1.977396,13.12129
20.82,129.2365,43.19814,61.74969,15.58343,1.986235,12.98203
20.82333,128.3465,43.06335,61.5942,15.41548,1.995771,12.83896
20.82667,127.4615,42.92966,61.44191,15.24902,2.004109,12.6922
20.83,126.5828,42.79437,61.28902,15.08367,2.013847,12.53934
20.83333,125.7085,42.65708,61.13633,14.91911,2.024985,12.38327
20.83667,124.8406,42.51849,60.98433,14.75506,2.039221,12.2247
20.84,123.9812,42.37751,60.83184,14.5925,2.054357,12.06414
20.84333,123.1296,42.23342,60.67944,14.43195,2.071496,11.90038
20.84667,122.2842,42.09013,60.52955,14.27429,2.089333,11.73721
20.85,121.4475,41.94684,60.38096,14.11744,2.106872,11.57185
20.85333,120.6161,41.80275,60.23227,13.96218,2.125209,11.40318
20.85667,119.7902,41.65946,60.08527,13.80803,2.143946,11.23332
20.86,118.9705,41.51688,59.93928,13.65417,2.164083,11.06335
20.86333,118.159,41.37179,59.79189,13.50092,2.185421,10.89249
20.86667,117.3573,41.2263,59.64499,13.35006,2.20866,10.72032
20.87,116.5641,41.07951,59.5006,13.20261,2.234195,10.54936
20.87333,115.7779,40.93302,59.35641,13.05585,2.262034,10.38089
20.87667,114.9992,40.78833,59.21592,12.9121,2.290373,10.21383
20.88,114.2275,40.64225,59.07722,12.77015,2.319108,10.04686
20.88333,113.4642,40.49586,58.93993,12.62989,2.349247,9.878198
20.88667,112.71,40.34847,58.80384,12.49103,2.379684,9.711734
20.89,111.9665,40.19918,58.66814,12.35208,2.411822,9.547269
20.89333,111.2325,40.04869,58.53425,12.21443,2.446756,9.386105
20.89667,110.5076,39.8997,58.40086,12.08017,2.480794,9.22904
20.9,109.7916,39.75331,58.27007,11.94862,2.515534,9.073075
20.90333,109.0831,39.60712,58.14077,11.81906,2.54937,8.919211
20.90667,108.3841,39.46184,58.01278,11.69051,2.583907,8.768044
20.91,107.6952,39.31745,57.88519,11.56315,2.619746,8.619682
20.91333,107.0185,39.17116,57.75799,11.4359,2.657583,8.473516
20.91667,106.3531,39.02457,57.6337,11.31184,2.69642,8.332951
20.92,105.6993,38.87908,57.5125,11.18969,2.735958,8.196887
20.92333,105.0568,38.7342,57.39001,11.07113,2.774993,8.06442
20.92667,104.424,38.59131,57.26982,10.95478,2.813834,7.935157
20.93,103.8008,38.45062,57.15393,10.83962,2.851771,7.810091
20.93333,103.1855,38.30913,57.03864,10.72537,2.889608,7.687329
20.93667,102.5798,38.16984,56.92274,10.61221,2.927445,7.568061
20.94,101.9867,38.03035,56.80795,10.50146,2.965984,7.455098
20.94333,101.4055,37.88987,56.69426,10.39251,3.006519,7.347732
20.94667,100.8325,37.75098,56.58326,10.28625,3.047556,7.248167
20.95,100.2684,37.61389,56.47417,10.1822,3.087996,7.152905
20.95333,99.71335,37.4776,56.36827,10.07984,3.128934,7.062438
20.95667,99.1667,37.34271,56.26228,9.979187,3.16837,6.976274
20.96,98.62865,37.20692,56.15609,9.879231,3.208507,6.895111
20.96333,98.10011,37.06873,56.0505,9.780176,3.249743,6.819746
20.96667,97.58196,36.92915,55.9433,9.683322,3.290983,6.75248
20.97,97.07241,36.79036,55.83481,9.590067,3.332319,6.691516
20.97333,96.57067,36.65227,55.72702,9.499213,3.372456,6.63495
20.97667,96.07562,36.51348,55.62043,9.410259,3.409596,6.584087
20.98,95.58637,36.37339,55.51263,9.324102,3.446331,6.536921
20.98333,95.10472,36.2318,55.40334,9.238849,3.48297,6.496857
20.98667,94.63118,36.08791,55.29134,9.155594,3.519007,6.462592
20.99,94.16603,35.94303,55.18005,9.076138,3.553445,6.435525
20.99333,93.70748,35.79394,55.06516,8.998884,3.586781,6.415863
20.99667,93.25594,35.64475,54.94917,8.92533,3.620121,6.402796
21,92.81069,35.49476,54.83097,8.854176,3.651359,6.395733
21.00333,92.37154,35.34217,54.71158,8.786519,3.679694,6.394167
21.00667,91.93439,35.18868,54.58809,8.720366,3.70593,6.396604
21.01,91.50225,35.03279,54.4618,8.655112,3.730771,6.406139
21.01333,91.0768,34.87341,54.3303,8.591956,3.754208,6.422274
21.01667,90.65686,34.71012,54.19331,8.5303,3.778144,6.444909
21.02,90.24161,34.54453,54.05302,8.472047,3.800582,6.472945
21.02333,89.82996,34.37734,53.91042,8.415194,3.821421,6.50858
21.02667,89.42231,34.20915,53.76573,8.361537,3.840158,6.548515
21.03,89.01687,34.03796,53.61724,8.308483,3.857594,6.591951
21.03333,88.61462,33.86318,53.46404,8.255826,3.872334,6.639683
21.03667,88.21737,33.68299,53.30465,8.205072,3.88747,6.69332
21.04,87.82262,33.4988,53.13826,8.15792,3.901507,6.754354
21.04333,87.43128,33.31111,52.96766,8.112761,3.915342,6.82069
21.04667,87.04293,33.12082,52.79327,8.068909,3.92508,6.891127
21.05,86.65668,32.92813,52.61418,8.027055,3.932919,6.964062
21.05333,86.27154,32.73124,52.43129,7.986998,3.937355,7.042395
21.05667,85.88699,32.53016,52.24239,7.946944,3.939895,7.124032
21.06,85.50524,32.32547,52.0476,7.909691,3.940531,7.208969
21.06333,85.1264,32.11658,51.846,7.874234,3.939767,7.299101
21.06667,84.75075,31.90519,51.64051,7.84118,3.937207,7.393436
21.07,84.3767,31.6903,51.42912,7.808726,3.933846,7.492072
21.07333,84.00506,31.47301,51.21353,7.77927,3.927482,7.593408
21.07667,83.63501,31.25413,50.99284,7.751618,3.919719,7.696445
21.08,83.26676,31.03224,50.76954,7.724962,3.908556,7.80208
21.08333,82.90012,30.80765,50.54105,7.698908,3.894593,7.911812
21.08667,82.53596,30.58046,50.30685,7.673251,3.881333,8.02325
21.09,82.17642,30.34867,50.06786,7.648598,3.866867,8.136983
21.09333,81.82018,30.11488,49.82437,7.626443,3.849505,8.254718
21.09667,81.46722,29.8803,49.57698,7.607389,3.830645,8.374353
21.1,81.11728,29.64531,49.32718,7.588435,3.809881,8.495689
21.10333,80.76883,29.41132,49.07359,7.569877,3.786717,8.615127
21.10667,80.42548,29.17513,48.8161,7.550725,3.762356,8.735059
21.11,80.08614,28.93534,48.55391,7.531869,3.737392,8.856894
21.11333,79.75199,28.69325,48.28621,7.512213,3.713431,8.980032
21.11667,79.42394,28.44937,48.01612,7.494559,3.688467,9.103664
21.12,79.1013,28.20588,47.74432,7.478203,3.662206,9.2269
21.12333,78.78315,27.96189,47.47123,7.46235,3.634343,9.350636
21.12667,78.47031,27.7173,47.19684,7.446795,3.604179,9.472671
21.13,78.16206,27.46981,46.92155,7.430739,3.572417,9.591509
21.13333,77.85971,27.22182,46.64465,7.413684,3.541354,9.708542
21.13667,77.56546,26.97424,46.36446,7.396431,3.511892,9.824076
21.14,77.27692,26.72605,46.08347,7.378477,3.482129,9.939912
21.14333,76.99527,26.47766,45.80148,7.360922,3.45147,10.05415
21.14667,76.72132,26.22987,45.52038,7.343268,3.421104,10.16498
21.15,76.45297,25.98318,45.24169,7.324112,3.388644,10.27312
21.15333,76.18983,25.73709,44.96289,7.304658,3.354582,10.37855
21.15667,75.93288,25.4925,44.6848,7.283804,3.320219,10.47969
21.16,75.68473,25.24841,44.40741,7.259749,3.286454,10.57843
21.16333,75.44588,25.00463,44.13052,7.234794,3.253094,10.67456
21.16667,75.21654,24.76194,43.85512,7.21074,3.220729,10.76699
21.17,74.99629,24.52085,43.58213,7.185785,3.186568,10.85823
21.17333,74.78204,24.28386,43.31024,7.161028,3.151403,10.94447
21.17667,74.5748,24.05117,43.04034,7.134673,3.116243,11.0253
21.18,74.37465,23.81928,42.77285,7.107719,3.079979,11.10104
21.18333,74.18211,23.58759,42.50586,7.077565,3.044319,11.17237
21.18667,73.99986,23.35651,42.23846,7.046412,3.010653,11.24061
21.19,73.82571,23.12832,41.97247,7.015056,2.977194,11.30434
21.19333,73.65916,22.90263,41.70978,6.984302,2.943529,11.36388
21.19667,73.49921,22.68124,41.44958,6.952244,2.909169,11.41821
21.2,73.34607,22.46115,41.19259,6.920492,2.872605,11.46745
21.20333,73.19882,22.24487,40.9381,6.887236,2.832843,11.50948
21.20667,73.05927,22.03088,40.68381,6.85208,2.795581,11.54472
21.21,72.92623,21.81979,40.43191,6.814125,2.759916,11.57485
21.21333,72.79978,21.6104,40.17982,6.774571,2.724855,11.60089
21.21667,72.68103,21.40251,39.92903,6.735216,2.689991,11.62032
21.22,72.56859,21.19782,39.68373,6.694762,2.653629,11.63486
21.22333,72.46044,20.99524,39.44164,6.652908,2.618167,11.6419
21.22667,72.356,20.79424,39.20195,6.610852,2.581305,11.64023
21.23,72.25504,20.59506,38.96506,6.566,2.544344,11.63236
21.23333,72.1586,20.39737,38.72806,6.519045,2.508779,11.6189
21.23667,72.06825,20.20118,38.49147,6.47129,2.475315,11.59963
21.24,71.98231,20.00539,38.25668,6.422234,2.440353,11.57487
21.24333,71.89915,19.81141,38.02369,6.37148,2.40639,11.54521
21.24667,71.81741,19.62082,37.79379,6.319326,2.37353,11.50974
21.25,71.73566,19.43343,37.5646,6.26657,2.339765,11.46717
21.25333,71.65282,19.24794,37.3373,6.213016,2.304406,11.41861
21.25667,71.57117,19.06355,37.10891,6.157261,2.269043,11.36435
21.26,71.48892,18.88006,36.87952,6.098806,2.23558,11.30588
21.26333,71.40737,18.69707,36.65052,6.040152,2.205317,11.24282
21.26667,71.32473,18.51628,36.42213,5.981395,2.176256,11.17455
21.27,71.24008,18.3363,36.19434,5.922543,2.147191,11.10209
21.27333,71.15273,18.15921,35.96575,5.864488,2.116028,11.02602
21.27667,71.06068,17.98362,35.73655,5.805433,2.084766,10.94486
21.28,70.96554,17.80993,35.50746,5.744079,2.055705,10.85809
21.28333,70.86759,17.63714,35.27727,5.681225,2.027743,10.76643
21.28667,70.76505,17.46255,35.04308,5.617669,2.000181,10.67056
21.29,70.6576,17.28806,34.80848,5.554315,1.972718,10.5745
21.29333,70.54445,17.11448,34.57339,5.49116,1.946453,10.47433
21.29667,70.42471,16.94109,34.3372,5.428604,1.919193,10.36917
21.3,70.29745,16.7674,34.1011,5.36615,1.890227,10.25911
21.30333,70.16161,16.59441,33.86231,5.302293,1.861368,10.14444
21.30667,70.01717,16.42142,33.62062,5.23704,1.835004,10.02687
21.31,69.86612,16.24713,33.37542,5.171084,1.80914,9.90681
21.31333,69.70737,16.07235,33.12783,5.105331,1.785278,9.785447
21.31667,69.54132,15.89766,32.87834,5.039475,1.762015,9.661083
21.32,69.36547,15.72287,32.62714,4.973421,1.739054,9.532217
21.32333,69.17923,15.54858,32.37505,4.908366,1.714891,9.40065
21.32667,68.98148,15.37479,32.11986,4.843811,1.689328,9.265388
21.33,68.77293,15.2017,31.86106,4.777855,1.665066,9.127824
21.33333,68.55518,15.02762,31.59897,4.711301,1.642402,8.988159
21.33667,68.32844,14.85183,31.33518,4.645247,1.622142,8.847692
21.34,68.09159,14.67454,31.06949,4.580592,1.602278,8.707027
21.34333,67.84425,14.49865,30.80109,4.517639,1.582017,8.565963
21.34667,67.5863,14.32336,30.5304,4.455483,1.560353,8.425397
21.35,67.31675,14.14887,30.25751,4.394128,1.539192,8.284233
21.35333,67.0368,13.97628,29.98232,4.333273,1.518127,8.142668
21.35667,66.74736,13.8034,29.70292,4.27172,1.498267,7.999405
21.36,66.44851,13.63031,29.42143,4.209263,1.479902,7.857242
21.36333,66.14106,13.45712,29.13904,4.148007,1.463639,7.715875
21.36667,65.82381,13.28443,28.85434,4.088755,1.447678,7.575309
21.37,65.49697,13.11284,28.56935,4.031798,1.431816,7.434946
21.37333,65.16102,12.94405,28.28356,3.976044,1.415553,7.293782
21.37667,64.81348,12.77507,27.99626,3.92059,1.399489,7.151816
21.38,64.45733,12.60728,27.70817,3.862936,1.382627,7.009652
21.38333,64.09328,12.43969,27.41818,3.804781,1.367764,6.868488
21.38667,63.72313,12.2726,27.12598,3.747325,1.355202,6.729921
21.39,63.34669,12.10561,26.83229,3.690472,1.343639,6.592556
21.39333,62.96484,11.93902,26.5392,3.635816,1.331278,6.456892
21.39667,62.57649,11.77373,26.2467,3.581862,1.316915,6.321427
21.4,62.18245,11.61065,25.95341,3.527106,1.301553,6.185462
21.40333,61.7822,11.44866,25.65922,3.472153,1.285988,6.049196
21.40667,61.37875,11.28747,25.36373,3.417298,1.273227,5.915635
21.41,60.9749,11.12438,25.06793,3.363443,1.262366,5.784968
21.41333,60.56856,10.96189,24.77194,3.311789,1.251501,5.657002
21.41667,60.16171,10.8016,24.47635,3.261234,1.241739,5.531738
21.42,59.75377,10.64282,24.18245,3.212281,1.231576,5.407873
21.42333,59.34422,10.48743,23.88986,3.165323,1.220715,5.285408
21.42667,58.93337,10.33404,23.59717,3.120268,1.210651,5.164244
21.43,58.52362,10.18275,23.30498,3.074615,1.20159,5.04498
21.43333,58.11758,10.03286,23.01498,3.030762,1.194628,4.928817
21.43667,57.71433,9.883074,22.72699,2.986905,1.188466,4.815752
21.44,57.31428,9.735185,22.4427,2.94565,1.182801,4.705887
21.44333,56.91734,9.592896,22.162,2.906996,1.17614,4.598921
21.44667,56.52409,9.45341,21.88491,2.868942,1.170379,4.494256
21.45,56.13424,9.317821,21.61222,2.831585,1.162913,4.391792
21.45333,55.74969,9.185431,21.34382,2.79413,1.156454,4.289927
21.45667,55.37185,9.055745,21.07783,2.755575,1.15099,4.19046
21.46,55.0015,8.928455,20.81424,2.716121,1.147927,4.094897
21.46333,54.64015,8.802467,20.55364,2.679169,1.147266,4.002831
21.46667,54.28791,8.678977,20.29795,2.643212,1.147902,3.91497
21.47,53.94646,8.56019,20.04866,2.607958,1.148939,3.827402
21.47333,53.61281,8.4442,19.80607,2.571105,1.148477,3.739338
21.47667,53.28687,8.332211,19.56757,2.53495,1.148015,3.653475
21.48,52.97302,8.222626,19.33368,2.498894,1.149452,3.57031
21.48333,52.67117,8.114436,19.10359,2.462537,1.152988,3.489143
21.48667,52.38162,8.009047,18.87919,2.427283,1.156928,3.411779
21.49,52.10538,7.904359,18.6622,2.392528,1.162165,3.337914
21.49333,51.84153,7.803372,18.45221,2.358673,1.167901,3.266951
21.49667,51.58888,7.707882,18.24681,2.325719,1.173439,3.196687
21.5,51.34713,7.617195,18.04602,2.291464,1.178478,3.127219
21.50333,51.11779,7.529105,17.85183,2.259509,1.184215,3.059957
21.50667,50.90074,7.443918,17.66203,2.226455,1.191351,2.995293
21.51,50.70039,7.36033,17.47724,2.193303,1.200788,2.933627
21.51333,50.51225,7.280941,17.29815,2.162847,1.211728,2.873761
21.51667,50.3387,7.20615,17.12526,2.134291,1.222565,2.816695
21.52,50.17785,7.138263,16.95976,2.105438,1.232402,2.763834
21.52333,50.02831,7.074675,16.80157,2.077984,1.242839,2.711166
21.52667,49.89286,7.015485,16.64848,2.050729,1.252878,2.659701
21.53,49.77181,6.959996,16.50109,2.022772,1.265214,2.610738
21.53333,49.66346,6.906811,16.35829,1.995517,1.28135,2.563972
21.53667,49.56902,6.855922,16.2185,1.969162,1.299587,2.521608
21.54,49.48817,6.809134,16.08461,1.94521,1.321227,2.480843
21.54333,49.41972,6.767645,15.95811,1.921655,1.343264,2.441279
21.54667,49.36208,6.729856,15.83572,1.898898,1.365602,2.404015
21.55,49.31343,6.696267,15.71863,1.877845,1.388638,2.36975
21.55333,49.27518,6.665878,15.60703,1.856091,1.414376,2.337083
21.55667,49.24844,6.63869,15.49964,1.834535,1.442214,2.306419
21.56,49.23099,6.6126,15.39725,1.81418,1.474051,2.278055
21.56333,49.22464,6.587713,15.30136,1.795226,1.50889,2.25459
21.56667,49.22689,6.566525,15.21156,1.778171,1.545724,2.233627
21.57,49.23675,6.550537,15.12637,1.761017,1.583462,2.21446
21.57333,49.2504,6.536548,15.04778,1.745561,1.6231,2.195595
21.57667,49.26855,6.525759,14.97438,1.730307,1.664237,2.179529
21.58,49.29261,6.518171,14.90469,1.713451,1.707076,2.166165
21.58333,49.32186,6.511785,14.8388,1.698097,1.753713,2.154002
21.58667,49.35511,6.506596,14.7766,1.684541,1.80375,2.145036
21.59,49.39286,6.505905,14.71921,1.673086,1.856388,2.140274
21.59333,49.43132,6.509318,14.66732,1.661933,1.911724,2.137808
21.59667,49.46957,6.51803,14.62073,1.652076,1.966464,2.136742
21.6,49.50882,6.530839,14.57863,1.642823,2.022299,2.138179
21.60333,49.54818,6.545552,14.53924,1.63257,2.081537,2.140413
21.60667,49.58763,6.562065,14.50315,1.620913,2.144574,2.145649
21.61,49.62588,6.580073,14.46945,1.609458,2.211811,2.152884
21.61333,49.66344,6.600985,14.44046,1.599205,2.282951,2.16182
21.61667,49.69839,6.626398,14.41377,1.591249,2.356589,2.171756
21.62,49.72824,6.655808,14.38947,1.585596,2.430525,2.18419
21.62333,49.75159,6.689022,14.36808,1.579638,2.506261,2.198925
21.62667,49.77145,6.724631,14.35089,1.572384,2.583699,2.215658
21.63,49.7843,6.760943,14.33779,1.566331,2.665836,2.233895
21.63333,49.79125,6.798955,14.3263,1.560175,2.751975,2.255229
21.63667,49.79321,6.838769,14.31671,1.55572,2.841913,2.279165
21.64,49.78796,6.88168,14.31002,1.552268,2.934251,2.304901
21.64333,49.77201,6.928291,14.30732,1.552212,3.028089,2.332136
21.64667,49.74566,6.978003,14.30823,1.553357,3.123123,2.362473
21.65,49.70962,7.031813,14.30853,1.554304,3.220962,2.393207
21.65333,49.66487,7.087125,14.30994,1.556048,3.322501,2.424642
